dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001100001000011000,37870,0.03524859708349738
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000000011100001100,1056,0.0009829025223177512
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001000011000010000,28751,0.02676082426056597
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001010001000010000,4581,0.004263898157895471
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001100001000010000,131322,0.12223174719300352
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001000101000010000,4429,0.004122419764531553
Amazon0302,True,5,0.0001,fine,1,1074369,0000100001000010010000100,21530,0.02003966979687612
Amazon0302,True,5,0.0001,fine,1,1074369,0000010000100001000010000,630165,0.5865442878564069
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000000010100110000,1286,0.0011969816701710493
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000010001000011000,11246,0.010467539551122566
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000000010100011000,2319,0.0021584762777034708
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001000011000010100,1855,0.0017265948663820344
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000010001000011010,87,8.097776462276927e-05
Amazon0302,True,5,0.0001,fine,1,1074369,0000100001000010010001000,4923,0.004582224542964289
Amazon0302,True,5,0.0001,fine,1,1074369,0000010000100001000010010,15022,0.013982160691531494
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000010000100011000,46408,0.04319558736337329
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001100001010010000,837,0.000779061942405263
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001010001000011000,1722,0.0016028012721886057
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001100001000001010,2306,0.0021463761519552407
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001000010000110000,11200,0.010424723721551907
Amazon0302,True,5,0.0001,fine,1,1074369,0000100001000010010100100,6410,0.005966292772781046
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001010011000011000,253,0.0002354870626386279
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001100001000101000,2178,0.0020272364522803616
Amazon0302,True,5,0.0001,fine,1,1074369,0000010000100001010011000,49,4.560816628178959e-05
Amazon0302,True,5,0.0001,fine,1,1074369,0000100001000100110001000,839,0.000780923500212683
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000010000100010010,2940,0.0027364899769073752
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000010000100110000,1695,0.0015776702417884358
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000000011100001000,2960,0.0027551055549815753
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001000010010010000,2824,0.0026285196240770164
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001000101000011000,2274,0.002116591227036521
Amazon0302,True,5,0.0001,fine,1,1074369,0000100001000100100010000,231,0.00021500992675700808
Amazon0302,True,5,0.0001,fine,1,1074369,0000100001000010000100010,31182,0.029023547775484958
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001000011000100010,512,0.00047655879869951573
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000010011100001100,173,0.00016102475034182856
Amazon0302,True,5,0.0001,fine,1,1074369,0000100001010000100101010,352,0.00032763417410591706
Amazon0302,True,5,0.0001,fine,1,1074369,0000100001000100100101010,106,9.86625637932591e-05
Amazon0302,True,5,0.0001,fine,1,1074369,0000100001000110010101000,376,0.00034997286779495687
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000010000100110010,903,0.0008404933500501225
Amazon0302,True,5,0.0001,fine,1,1074369,0000100001000100100001000,1895,0.0017638260225304341
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001000011000110010,186,0.00017312487609005844
Amazon0302,True,5,0.0001,fine,1,1074369,0000000000010001100111010,18,1.675402026677985e-05
Amazon0302,True,5,0.0001,fine,1,1074369,0000010000100001000110010,5921,0.00551114188886686
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001000011000100100,2457,0.0022869237664154495
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001000100010010010,202,0.0001880173385494183
Amazon0302,True,5,0.0001,fine,1,1074369,0000100001000100010000010,909,0.0008460780234723823
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001000011010001000,210,0.00019546356977909825
Amazon0302,True,5,0.0001,fine,1,1074369,0000000001100011000110010,33,3.0715703822429726e-05
