dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Amazon0302,True,5,0.0001,fine,3,1076222,0000000001000010010010100,394,0.00036609547100876957
Amazon0302,True,5,0.0001,fine,3,1076222,0000100001000010010001000,4974,0.004621723027405126
Amazon0302,True,5,0.0001,fine,3,1076222,0000000001100001000010000,131656,0.12233163789627047
Amazon0302,True,5,0.0001,fine,3,1076222,0000000001000010000110010,460,0.0004274211082843503
Amazon0302,True,5,0.0001,fine,3,1076222,0000000001000011000010000,28639,0.026610680695990232
Amazon0302,True,5,0.0001,fine,3,1076222,0000000001000010000110000,11216,0.010421641631559288
Amazon0302,True,5,0.0001,fine,3,1076222,0000010000100001000010010,15044,0.013978528593542969
Amazon0302,True,5,0.0001,fine,3,1076222,0000010000100001000010000,631045,0.5863520723419517
Amazon0302,True,5,0.0001,fine,3,1076222,0000000000000010100011000,2440,0.002267190226551771
Amazon0302,True,5,0.0001,fine,3,1076222,0000000000010001000011000,11352,0.01054800961139988
Amazon0302,True,5,0.0001,fine,3,1076222,0000100001000010010000100,21426,0.01990853188282715
Amazon0302,True,5,0.0001,fine,3,1076222,0000000000000011100001000,3009,0.002795891553973065
Amazon0302,True,5,0.0001,fine,3,1076222,0000000000000000110010100,646,0.0006002479042428049
Amazon0302,True,5,0.0001,fine,3,1076222,0000000001100001010001100,70,6.504234256500982e-05
Amazon0302,True,5,0.0001,fine,3,1076222,0000100001000100100001000,1840,0.001709684433137401
Amazon0302,True,5,0.0001,fine,3,1076222,0000000000010000100011000,46531,0.04323550345560674
Amazon0302,True,5,0.0001,fine,3,1076222,0000000001000010010010000,2757,0.00256173912073903
Amazon0302,True,5,0.0001,fine,3,1076222,0000000001000101000010000,4585,0.004260273438008143
Amazon0302,True,5,0.0001,fine,3,1076222,0000100001000010010001100,790,0.0007340492946622537
Amazon0302,True,5,0.0001,fine,3,1076222,0000100001010000100101010,373,0.00034658276823926665
Amazon0302,True,5,0.0001,fine,3,1076222,0000000000010000100110010,865,0.00080373751883905
Amazon0302,True,5,0.0001,fine,3,1076222,0000000001000111000110000,42,3.9025405539005893e-05
Amazon0302,True,5,0.0001,fine,3,1076222,0000000001100011000110000,221,0.0002053479672409596
Amazon0302,True,5,0.0001,fine,3,1076222,0000000001010001000010000,4738,0.004402437415328807
