dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000000110010100,1564257,0.03009714199934482
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000011000100100,155002,0.002982321449852835
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010100010010,496607,0.009554984505019721
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010100110000,1199046,0.02307028686830004
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000000010111000,1009753,0.01942818822307615
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010000100010010,882360,0.016977078711836926
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000011000101100,9536,0.00018347774445359825
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010100110100,172963,0.003327900704061211
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010000110010100,122748,0.002361737224852168
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010000100011000,2148394,0.041336250557638815
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000011100001000,842458,0.01620934287299596
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001100001000101000,84319,0.0016223426944822724
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000000110010110,513431,0.009878687270611933
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010000110011000,144923,0.0027883960947408574
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010001000011000,1151312,0.022151859157126794
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010110010000,300336,0.005778625404594786
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010000100011010,491826,0.00946299550583425
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000000010011100,6404911,0.12323391607655625
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001010001000010000,221205,0.004256102607157948
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010000100110000,837055,0.016105386260864794
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000011100101000,401621,0.007727403020679381
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000000010011010,2122963,0.04084694450487041
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000110100010000,154078,0.002964543195251836
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000110100010010,54158,0.0010420289098278077
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000110100010110,17443,0.00033561265693205893
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010001000110100,47347,0.0009109816240189299
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000011000010000,461542,0.008880315135340041
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000111000001000,31017,0.000596783682856256
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001100001010010000,42704,0.0008216478187024391
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010001000011010,324304,0.006239782554244937
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000000010011110,1631220,0.03138554596346461
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010000100011110,46514,0.0008949542581286355
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010001000011110,33982,0.0006538318699687684
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010000110110000,108946,0.002096179356883569
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001100001010101000,10032,0.0001930210499537015
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000011000000010,152050,0.0029255233896989946
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001010000110010000,11496,0.0002211891936072321
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010100011000,1565835,0.030127503564020552
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001100001100110000,13063,0.0002513391123948567
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010000111000,926464,0.01782566327993482
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000010010010000,316798,0.0060953630964147455
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000011000110000,104150,0.0020039017496688606
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010000111010,631563,0.012151610184600238
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010100110010,196831,0.003787133800183116
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000010000110000,383806,0.007384632884622245
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010100011010,254877,0.004903969911189152
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010100111000,275478,0.0053003441785432395
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000010000110010,214291,0.0041230735462149766
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000011000110010,29397,0.0005656140156986606
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010010011000,260103,0.005004520948575321
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000011010110100,11594,0.0002230747660649138
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000100100010000,76418,0.0014703232252155066
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000011100111000,39067,0.0007516699918801094
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010110110000,122534,0.0023576197503017205
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001010011100011000,1956,3.7634487012504e-05
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000011100011000,61794,0.00118894963724472
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001100001100011000,10662,0.00020514258718165525
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010001010010100,46646,0.0008974940087859211
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001010001100010000,16302,0.00031365920617476496
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001010011000101000,25219,0.00048522705928851655
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000010110010100,117370,0.0022582616261030645
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000000110011100,468276,0.00900988089993217
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010001100011000,164406,0.0031632594436491477
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000100010010010,47680,0.0009173887222679912
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000010011100011100,3783,7.278694497356986e-05
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001000010110010100,2602,5.00638728049772e-05
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000001010101000001010,2819,5.423906896127238e-05
Wiki-Vote,True,5,0.0001,fine,2,51973606,0000000000000110100011000,29219,0.0005621892004183816
