dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000010000100011000,2147759,0.04131798699341575
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000010000110011000,144966,0.002788815366383057
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000010100010010,496592,0.009553298017624098
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000010100110000,1199491,0.0230754724048272
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000010000100110000,839132,0.016142986741882564
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000010100110100,172815,0.003324566640049998
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000010110010000,299320,0.005758234451290487
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000000010111000,1010530,0.01944029353221494
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000001010011010001000,4573,8.797409510140115e-05
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000001000011000100100,155696,0.0029952361055997716
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000011100001000,844399,0.016244311814897886
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000000110010100,1564489,0.030097201852415482
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000110100010010,54205,0.001042780630870643
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000001000011010000100,97992,0.001885142691269736
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000010001000011000,1149929,0.02212201250948155
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000001010010100110000,4355,8.378027206792085e-05
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000011100101000,402439,0.007742008934728358
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000010000100010010,880843,0.016945411294861906
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000010000100011010,491974,0.00946445822510753
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000000010011100,6403246,0.1231838557974342
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000000010011010,2123510,0.04085149151296225
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000110100010000,154238,0.0029671875093483296
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000010001010010110,16519,0.00031778790224798724
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000001000010010010000,317253,0.006103224490095084
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000010001010011100,25629,0.0004930435345186552
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000001100001000101000,84162,0.0016190850190081181
Wiki-Vote,True,5,0.0001,fine,1,51981211,0000000000000000010011110,1630912,0.03137502895036439
