dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Amazon0302,True,3,0.1,fine,3,5000,5000,001001010,604,0.1208,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000100100,2744,0.5488,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,001001110,101,0.0202,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000001110,264,0.0528,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000001100,678,0.1356,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,001101110,78,0.0156,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000101110,61,0.0122,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,001101100,81,0.0162,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,011101110,45,0.009,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000100110,90,0.018,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,001100110,15,0.003,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000000110,238,0.0476,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,001100010,2,0.0004,ESA
