dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000000011100,2032747,0.08087596105868948
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000110010100,212789,0.008466137142358334
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000001001100,5394420,0.2146252838421189
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000001001010,2036912,0.08104167197982695
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000110001000,1386803,0.05517608705071204
Wiki-Vote,True,4,0.01,fine,1,25134131,0000100010001010,303428,0.01207234895051673
Wiki-Vote,True,4,0.01,fine,1,25134131,0000100010001000,1155490,0.04597294412128273
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000100011000,1060202,0.042181764708714216
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000001001110,904253,0.03597709425482027
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000101001000,503459,0.020030889470576883
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000100011010,420839,0.016743725892094698
Wiki-Vote,True,4,0.01,fine,1,25134131,0001000101000010,11169,0.0004443758170911101
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000111001000,34427,0.001369731064105618
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000011001100,142918,0.005686212107353145
Wiki-Vote,True,4,0.01,fine,1,25134131,0001000101001000,56341,0.002241613207156436
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000110011000,254226,0.010114771821631709
Wiki-Vote,True,4,0.01,fine,1,25134131,0001000100010010,160863,0.0064001814902611915
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000110001010,116228,0.004624309469859929
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000101001100,261571,0.010407003926254701
Wiki-Vote,True,4,0.01,fine,1,25134131,0001000101010010,11492,0.00045722686811809805
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000110011010,67693,0.0026932699602783164
Wiki-Vote,True,4,0.01,fine,1,25134131,0001000101000100,97746,0.003888974717287819
Wiki-Vote,True,4,0.01,fine,1,25134131,0000000111011000,25829,0.001027646430266477
Wiki-Vote,True,4,0.01,fine,1,25134131,0001000101010100,58306,0.0023197937497819203
Wiki-Vote,True,4,0.01,fine,1,25134131,0001000101001100,23448,0.0009329146887950891
