dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000001001100,5390733,0.21447390617266662
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000001001010,2035435,0.08098113841115144
Wiki-Vote,True,4,0.01,fine,3,25134680,0000100010001000,1157658,0.04605819529033192
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000110001000,1387215,0.05519127357101821
Wiki-Vote,True,4,0.01,fine,3,25134680,0000100010001010,303510,0.012075347686940912
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000100011000,1060263,0.04218327028631357
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000001001110,905414,0.03602249959020763
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000101001000,504198,0.02005985355691817
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000110001100,230187,0.009158143250679937
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000000011100,2034225,0.08093299775449697
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000110001010,116414,0.004631608598159993
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000110011000,254873,0.01014029221776446
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000100011010,420095,0.01671375963409918
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000111001100,19947,0.0007936046927989535
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000011001100,143827,0.005722253078217029
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000110010100,212259,0.008444865818860633
Wiki-Vote,True,4,0.01,fine,3,25134680,0001000100010010,161211,0.006413887107375149
Wiki-Vote,True,4,0.01,fine,3,25134680,0001000101010100,58152,0.002313616087413884
Wiki-Vote,True,4,0.01,fine,3,25134680,0001000101010010,11537,0.0004590072362170515
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000101001100,262511,0.010444175139687475
Wiki-Vote,True,4,0.01,fine,3,25134680,0001000101001000,56118,0.0022326920414343847
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000101011000,84653,0.0033679760394801127
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000111011000,25825,0.0010274648414063756
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000110011010,67913,0.002701963979648836
Wiki-Vote,True,4,0.01,fine,3,25134680,0001001001000110,9262,0.00036849484457331463
Wiki-Vote,True,4,0.01,fine,3,25134680,0001001101010010,7700,0.00030634963325572474
Wiki-Vote,True,4,0.01,fine,3,25134680,0001000101001100,23648,0.0009408514450949843
Wiki-Vote,True,4,0.01,fine,3,25134680,0001000100010110,24963,0.0009931695967483971
Wiki-Vote,True,4,0.01,fine,3,25134680,0001000101000100,97622,0.0038839563503493975
Wiki-Vote,True,4,0.01,fine,3,25134680,0001000101010110,10567,0.0004204151395601615
Wiki-Vote,True,4,0.01,fine,3,25134680,0001001101010110,3617,0.00014390475629687746
Wiki-Vote,True,4,0.01,fine,3,25134680,0001001001010110,7861,0.00031275512558743537
Wiki-Vote,True,4,0.01,fine,3,25134680,0001000101000110,11300,0.00044957803321944023
Wiki-Vote,True,4,0.01,fine,3,25134680,0001001001010100,7856,0.00031255619725415243
Wiki-Vote,True,4,0.01,fine,3,25134680,0001000101000010,11434,0.000454909312551423
Wiki-Vote,True,4,0.01,fine,3,25134680,0000100010011010,30321,0.0012063411986943935
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000111001000,34166,0.001359317086988973
Wiki-Vote,True,4,0.01,fine,3,25134680,0000001110001000,20488,0.0008151287384601674
Wiki-Vote,True,4,0.01,fine,3,25134680,0000100011001100,27024,0.001075167855727624
Wiki-Vote,True,4,0.01,fine,3,25134680,0001001010000110,488,1.9415405328414763e-05
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000101001010,16613,0.0006609592801658903
Wiki-Vote,True,4,0.01,fine,3,25134680,0001001110000010,1576,6.27022106507821e-05
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000001011010,169368,0.006738418790292934
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000000001110,5683226,0.2261109351700519
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000001011100,392722,0.015624706580708407
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000110001110,28555,0.0011360797113788598
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000110000110,81304,0.003234733841847201
Wiki-Vote,True,4,0.01,fine,3,25134680,0000000110011100,34284,0.0013640117956544504
