dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Amazon0302,True,4,0.01,fine,3,1946526,0000000110001100,78787,0.040475698757684204
Amazon0302,True,4,0.01,fine,3,1946526,0000000110001000,210680,0.10823384840479912
Amazon0302,True,4,0.01,fine,3,1946526,0000000001001100,95780,0.04920561040540943
Amazon0302,True,4,0.01,fine,3,1946526,0000000100011000,44013,0.022611051689009034
Amazon0302,True,4,0.01,fine,3,1946526,0000100010001010,27780,0.014271579213429463
Amazon0302,True,4,0.01,fine,3,1946526,0000100010011010,15849,0.008142197946495448
Amazon0302,True,4,0.01,fine,3,1946526,0000100010001000,1120734,0.5757611252045952
Amazon0302,True,4,0.01,fine,3,1946526,0001000100010010,92435,0.04748716431221571
Amazon0302,True,4,0.01,fine,3,1946526,0001000101000100,37060,0.01903904699962908
Amazon0302,True,4,0.01,fine,3,1946526,0000000101001000,11711,0.006016359401312903
Amazon0302,True,4,0.01,fine,3,1946526,0001001101010110,5126,0.002633409468971902
Amazon0302,True,4,0.01,fine,3,1946526,0001000101010100,21884,0.01124259321478367
Amazon0302,True,4,0.01,fine,3,1946526,0000000001001010,10386,0.005335659528822117
Amazon0302,True,4,0.01,fine,3,1946526,0000000000011100,4320,0.0022193384521963745
Amazon0302,True,4,0.01,fine,3,1946526,0001000101001000,17650,0.009067436037330096
Amazon0302,True,4,0.01,fine,3,1946526,0000000110000110,8767,0.004503921345001299
Amazon0302,True,4,0.01,fine,3,1946526,0001001111011000,470,0.00024145580382692037
Amazon0302,True,4,0.01,fine,3,1946526,0000000101011100,1218,0.0006257301469387
Amazon0302,True,4,0.01,fine,3,1946526,0001100110011000,1779,0.0009139359042725347
Amazon0302,True,4,0.01,fine,3,1946526,0001001101010010,6552,0.0033659966524978344
Amazon0302,True,4,0.01,fine,3,1946526,0001001001001010,13766,0.007072086373364651
Amazon0302,True,4,0.01,fine,3,1946526,0000000101001100,8458,0.00434517699737892
Amazon0302,True,4,0.01,fine,3,1946526,0000000001011010,3284,0.0016871082122715032
