dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Amazon0302,True,4,0.01,fine,1,1947501,0000000001001010,10508,0.005395632659495425
Amazon0302,True,4,0.01,fine,1,1947501,0000000001001100,95635,0.0491065216397835
Amazon0302,True,4,0.01,fine,1,1947501,0001000101001000,17789,0.009134270020913982
Amazon0302,True,4,0.01,fine,1,1947501,0000000110001000,211695,0.10870084277235288
Amazon0302,True,4,0.01,fine,1,1947501,0000000101001000,11565,0.005938379492488066
Amazon0302,True,4,0.01,fine,1,1947501,0000100010001000,1121026,0.5756228109767337
Amazon0302,True,4,0.01,fine,1,1947501,0000100010011010,15773,0.00809909725335186
Amazon0302,True,4,0.01,fine,1,1947501,0001000101000100,37175,0.019088565294703316
Amazon0302,True,4,0.01,fine,1,1947501,0000000100011000,43980,0.022582786863780815
Amazon0302,True,4,0.01,fine,1,1947501,0001000100010010,91955,0.04721692055613835
Amazon0302,True,4,0.01,fine,1,1947501,0000100010001010,27865,0.014308079944503237
Amazon0302,True,4,0.01,fine,1,1947501,0000000110001100,78761,0.04044208449700411
Amazon0302,True,4,0.01,fine,1,1947501,0001000111010100,184,9.448005418225715e-05
Amazon0302,True,4,0.01,fine,1,1947501,0000000110011010,2594,0.0013319633725476906
Amazon0302,True,4,0.01,fine,1,1947501,0000000110011000,6799,0.0034911406977454697
Amazon0302,True,4,0.01,fine,1,1947501,0001001101010110,5265,0.0027034645938564346
Amazon0302,True,4,0.01,fine,1,1947501,0000000110010100,14988,0.0076960165874112516
Amazon0302,True,4,0.01,fine,1,1947501,0001001001001010,13842,0.007107570162993498
Amazon0302,True,4,0.01,fine,1,1947501,0000000101011100,1212,0.0006223360090700852
Amazon0302,True,4,0.01,fine,1,1947501,0000001101011000,1573,0.000807701767547231
Amazon0302,True,4,0.01,fine,1,1947501,0000000101011000,1391,0.0007142486704756506
Amazon0302,True,4,0.01,fine,1,1947501,0000000100011010,7021,0.0036051329370305842
Amazon0302,True,4,0.01,fine,1,1947501,0001001111011000,425,0.0002182283860188005
Amazon0302,True,4,0.01,fine,1,1947501,0001000101010100,21742,0.011164050750166495
Amazon0302,True,4,0.01,fine,1,1947501,0000000011001100,515,0.0002644414559992524
Amazon0302,True,4,0.01,fine,1,1947501,0000000101001100,8620,0.0044261851470166124
Amazon0302,True,4,0.01,fine,1,1947501,0001000101011000,2302,0.0011820276343888912
Amazon0302,True,4,0.01,fine,1,1947501,0000000110000110,8547,0.004388701212476913
Amazon0302,True,4,0.01,fine,1,1947501,0001000101001100,9167,0.004707057916786692
Amazon0302,True,4,0.01,fine,1,1947501,0001001001000110,1429,0.0007337608555785081
Amazon0302,True,4,0.01,fine,1,1947501,0001000100010110,5779,0.0029673925713003483
Amazon0302,True,4,0.01,fine,1,1947501,0000000000011100,4439,0.002279331307146954
Amazon0302,True,4,0.01,fine,1,1947501,0001001001010110,1471,0.0007553269549027189
Amazon0302,True,4,0.01,fine,1,1947501,0000100010011110,275,0.00014120660271804738
Amazon0302,True,4,0.01,fine,1,1947501,0000000001011110,917,0.00047085983524527075
Amazon0302,True,4,0.01,fine,1,1947501,0000001111011110,252,0.00012939659594526524
Amazon0302,True,4,0.01,fine,1,1947501,0000100011001100,875,0.00044929373592105985
Amazon0302,True,4,0.01,fine,1,1947501,0000000110010110,5434,0.0027902424697086163
Amazon0302,True,4,0.01,fine,1,1947501,0000000100011110,1120,0.0005750959819789567
Amazon0302,True,4,0.01,fine,1,1947501,0000000001011010,3197,0.001641590941416718
Amazon0302,True,4,0.01,fine,1,1947501,0000000001011100,782,0.00040154023027459294
Amazon0302,True,4,0.01,fine,1,1947501,0000100010001110,124,6.367134086195591e-05
Amazon0302,True,4,0.01,fine,1,1947501,0001001101010010,6560,0.003368419323019603
Amazon0302,True,4,0.01,fine,1,1947501,0001001101011000,2546,0.0013073164018914496
Amazon0302,True,4,0.01,fine,1,1947501,0000000001001110,562,0.000288574948100155
Amazon0302,True,4,0.01,fine,1,1947501,0000000110011100,807,0.0004143771941580518
Amazon0302,True,4,0.01,fine,1,1947501,0001100110011000,1682,0.0008636709300791117
Amazon0302,True,4,0.01,fine,1,1947501,0001100110011010,1220,0.000626443837512792
Amazon0302,True,4,0.01,fine,1,1947501,0000100011011110,62,3.1835670430977955e-05
Amazon0302,True,4,0.01,fine,1,1947501,0000000000011110,1933,0.0009925540474690386
Amazon0302,True,4,0.01,fine,1,1947501,0001000101010110,3490,0.0017920401581308558
Amazon0302,True,4,0.01,fine,1,1947501,0001000101010010,1336,0.0006860073499320411
Amazon0302,True,4,0.01,fine,1,1947501,0000000110001010,1348,0.0006921690925961013
Amazon0302,True,4,0.01,fine,1,1947501,0000001110001100,334,0.00017150183748301028
Amazon0302,True,4,0.01,fine,1,1947501,0000000000001110,952,0.0004888315846821132
Amazon0302,True,4,0.01,fine,1,1947501,0001000101000010,215,0.00011039788939774613
Amazon0302,True,4,0.01,fine,1,1947501,0000000111010110,673,0.00034557106774271235
Amazon0302,True,4,0.01,fine,1,1947501,0000001110001000,316,0.0001622592234869199
Amazon0302,True,4,0.01,fine,1,1947501,0000000110001110,448,0.00023003839279158266
