dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000011100001000011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010000111000,92,0.0184,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000010100110000,137,0.0274,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100011000110000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000000000011110,561,0.1122,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001000011010,27,0.0054,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001100011010,9,0.0018,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000011000010000,56,0.0112,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000000010011100,598,0.1196,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000000010011110,161,0.0322,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000100001000100010001110,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000000110010100,123,0.0246,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000010000100001000010000,55,0.011,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001100001110011100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000001000111100110010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000110100111000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000000011100101010,14,0.0028,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000000000010001100011110,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,2,5000,5000,0000010000100001000010010,15,0.003,ESA
