dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000011110101100,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001100101100110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010000100010010,88,0.0176,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000010011110,158,0.0316,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000010000100011000111010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000010011100,609,0.1218,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000010100011000,201,0.0402,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001000101000110010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000111100011100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010000100110000,66,0.0132,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000110011100,34,0.0068,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001100001100010000,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000100011010110100100010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000000011110,632,0.1264,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001010011000011100,7,0.0014,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001000010000110000,30,0.006,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001000011000010000,34,0.0068,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010001000011000,97,0.0194,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010001100011000,11,0.0022,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000100011000111000110000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000010100110010,24,0.0048,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000010100110100,8,0.0016,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001010111000001010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000110100010000,3,0.0006,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000000111100,187,0.0374,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001000011000110000,6,0.0012,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010000100011000,187,0.0374,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000010010011000,19,0.0038,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010010110111000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001110001100001010,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001010001100111100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001100001000110000,18,0.0036,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001100001000010000,59,0.0118,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000010111100,34,0.0068,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000010011010,267,0.0534,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000010000100001000010000,39,0.0078,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001000010010110010,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000110110110,9,0.0018,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000100001000010010000100,9,0.0018,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000110011110,19,0.0038,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001000111000110110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000010000100001000010010,16,0.0032,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000110010110,31,0.0062,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010001000110100,6,0.0012,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000010111010,45,0.009,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000011110001000,8,0.0016,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001100011000101000,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000110010100,189,0.0378,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010011100011000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001000011010000100,7,0.0014,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000111100001000010110,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001100001000110100,2,0.0004,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000010111000,102,0.0204,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000011100111000,6,0.0012,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000011100111100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001100001010010000,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010011110101100,0,0.0,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010001010011000,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010001000011010,36,0.0072,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001010001000011000,7,0.0014,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000010100110000,85,0.017,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000010100010010,39,0.0078,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001000011000010010,10,0.002,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010001100011100,5,0.001,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001000011000011100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001100001100110000,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000010100010110,10,0.002,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001010001000111010,4,0.0008,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000001100011010010100,1,0.0002,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000000000000111110,115,0.023,ESA
Wiki-Vote,True,5,0.0001,fine,3,5000,5000,0000000000010000110010010,3,0.0006,ESA
