dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Amazon0302,True,4,0.01,fine,3,5000,5000,0001000100010010,228,0.0456,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000100010001000,3052,0.6104,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000001011010,5,0.001,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000110001000,642,0.1284,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000100011010,12,0.0024,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001101111011010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001101011000,4,0.0008,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001101010010,16,0.0032,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0011101110011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000110001110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001000101010110,6,0.0012,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001111011000,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001000101011100,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001101011010,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000001101011010,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001100110011010,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000110001100,127,0.0254,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000101001000,49,0.0098,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001001001010,23,0.0046,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000100111001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000001001100,302,0.0604,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000110011110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001000101001000,27,0.0054,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000100011110,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000000011110,4,0.0008,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001000101011010,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001100011011100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000001110011010,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000100010001010,67,0.0134,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000110000110,13,0.0026,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000110011010,4,0.0008,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001110011010,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000000011100,10,0.002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001101010110,8,0.0016,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0011101111011110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001000101000100,38,0.0076,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0011001111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000100010011010,27,0.0054,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000111011100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001000100010110,10,0.002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000101001100,21,0.0042,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001000101001100,12,0.0024,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000110010100,22,0.0044,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001100111001100,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000111011000,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0011001101010110,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001110011000,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000001110011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001001010110,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001100111011000,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001101011110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001100110011000,4,0.0008,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001111001100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000110010110,9,0.0018,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001101011011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001001011010,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001001001110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000110011000,15,0.003,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000111000110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000111010110,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001111011010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000011001100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000001001110,4,0.0008,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0111101111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001001111001000,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001000101001110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000001101011110,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000011011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001000101011000,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0001101111011000,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0011001101011100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0011101110011010,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000100111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000001101011000,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0000000100011000,87,0.0174,ESA
Amazon0302,True,4,0.01,fine,3,5000,5000,0011100111011110,0,0.0,ESA
