dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100110011010,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000110001100,109,0.0218,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000001011010,5,0.001,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001101010010,16,0.0032,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000100010001000,3018,0.6036,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000000001110,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000101001100,19,0.0038,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011001101011110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000101001100,16,0.0032,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001001011010,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000000011100,11,0.0022,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000101011000,5,0.001,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000101011000,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000101010110,4,0.0008,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000100010011010,25,0.005,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000001001100,214,0.0428,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011001111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000110001000,668,0.1336,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011001101011100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000001101011110,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011101110011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001100111011100,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000101011010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0011101110011010,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000111010110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000100010010,203,0.0406,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000101011100,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000110011000,18,0.0036,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0111101111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000001101011010,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001111011010,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000000011110,4,0.0008,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001101011000,3,0.0006,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001101011110,1,0.0002,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000001101011000,2,0.0004,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000101011100,5,0.001,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000100010001010,68,0.0136,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001000101010100,47,0.0094,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000001111011110,0,0.0,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0001001001001010,17,0.0034,ESA
Amazon0302,True,4,0.01,fine,2,5000,5000,0000000001001110,2,0.0004,ESA
