dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000001001010,375,0.075,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000001001110,190,0.038,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000100010001000,227,0.0454,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000110011000,49,0.0098,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000000001110,1210,0.242,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000001011010,24,0.0048,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000100010011010,6,0.0012,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000001001100,1000,0.2,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000001011110,37,0.0074,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000100011000,226,0.0452,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0001000100010010,38,0.0076,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000100010001010,56,0.0112,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000100011001110,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000000011100,396,0.0792,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000110001000,316,0.0632,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000011001100,27,0.0054,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000101011100,9,0.0018,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000111001100,3,0.0006,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000001110001010,1,0.0002,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000001110001000,4,0.0008,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000001110001110,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000001011100,84,0.0168,ESA
Wiki-Vote,True,4,0.01,fine,1,5000,5000,0000000110001010,32,0.0064,ESA
