dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000100010001000,242,0.0484,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000001011110,43,0.0086,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000100011000,191,0.0382,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000000001110,1134,0.2268,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000001001100,1183,0.2366,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000001001010,471,0.0942,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000101011000,19,0.0038,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000000011100,348,0.0696,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000100011010,77,0.0154,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000011001100,26,0.0052,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000011001110,17,0.0034,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000001110011010,3,0.0006,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000001001110,156,0.0312,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000001011100,69,0.0138,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000101011100,13,0.0026,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000110011010,9,0.0018,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000100011110,15,0.003,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0001000101000100,22,0.0044,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000110011000,46,0.0092,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000111011000,5,0.001,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000110001100,42,0.0084,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000110001000,262,0.0524,ESA
Wiki-Vote,True,4,0.01,fine,2,5000,5000,0000000110000110,12,0.0024,ESA
