dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000111011100,4,0.0008,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000000011100,384,0.0768,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000111001000,4,0.0008,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000000001110,1107,0.2214,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000001001100,1007,0.2014,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000100010001000,247,0.0494,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000100011000,249,0.0498,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000100010001010,68,0.0136,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000001001010,381,0.0762,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000001001110,171,0.0342,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000100011001100,7,0.0014,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000011001110,14,0.0028,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000110011000,66,0.0132,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000110001000,245,0.049,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000011001100,21,0.0042,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000100011001110,3,0.0006,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000100011010,97,0.0194,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000001011100,79,0.0158,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000110001010,22,0.0044,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000110010100,37,0.0074,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000100010001110,4,0.0008,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001000100010010,42,0.0084,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000101001000,149,0.0298,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000110000110,31,0.0062,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000000011110,115,0.023,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000001011010,32,0.0064,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001000101010100,9,0.0018,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000001011110,41,0.0082,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000111001110,1,0.0002,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000001110001010,4,0.0008,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000101001100,55,0.011,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001000101001000,33,0.0066,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000100010011110,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000111011110,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000001110011010,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000111011000,5,0.001,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000110011010,12,0.0024,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000101011110,1,0.0002,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000100011110,23,0.0046,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000001111001100,1,0.0002,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000111010100,13,0.0026,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000101011100,7,0.0014,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000100010011010,7,0.0014,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000001110001000,7,0.0014,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001100110011000,1,0.0002,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000101011000,14,0.0028,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000110001100,51,0.0102,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001001110000010,1,0.0002,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001000101000100,17,0.0034,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001000101000110,5,0.001,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001001001000110,3,0.0006,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000011011110,3,0.0006,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000110011100,5,0.001,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000111001100,4,0.0008,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000110001110,9,0.0018,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001000100010110,5,0.001,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001001001001010,7,0.0014,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000001101011000,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000100110011010,3,0.0006,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000111010110,4,0.0008,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000100010011100,5,0.001,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000001110001100,1,0.0002,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001000101010010,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000111000110,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001000101000010,3,0.0006,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000101001110,12,0.0024,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000000101011010,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000001101011110,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001001110010010,1,0.0002,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000001101011010,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001000101011100,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001100110011010,1,0.0002,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001001001001110,1,0.0002,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001001101010010,2,0.0004,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0001100111011000,0,0.0,ESA
Wiki-Vote,True,4,0.01,fine,3,5000,5000,0000100011011110,0,0.0,ESA
