dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100010010100110001010,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100001000010110101110,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000001100001000010000,290,0.058,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100011000110010110010,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000010000100001000110010,10,0.002,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000010000100001000010000,3276,0.6552,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100001000010110100110,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100001000010010001100,2,0.0004,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000010000100001000010010,10,0.002,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100001000010010101000,1,0.0002,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000110001100101010011000,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000000000010100110000,4,0.0008,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000001100001100101010,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000001000101000011000,7,0.0014,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000010001100101010011000,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100010010110110010100,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000001000010010110100,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000000010000100111010,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000000000011100000110,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000111100111110111110,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000001010011000010100,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100010000110010010100,1,0.0002,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000011010110110110100,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000001100001000101010,2,0.0004,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100001000110010111010,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000001010011000101000,1,0.0002,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000000010001000111010,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100011010100110010000,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100011010111000110010,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000011100111010110110,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100111110111110111010,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0001100011010011000110110,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000000000011100100110,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100001000110010101110,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100001010100110010000,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000001100001010011000,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100001000100010001010,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0001100111110111000110110,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000001000101000010000,6,0.0012,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000001100001000110000,4,0.0008,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100110110001100010010,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100110010101010010010,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0011110111100111010110110,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100001010011100111000,0,0.0,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000000000010100110100,1,0.0002,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100001000010010100100,42,0.0084,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000000000010000100011000,55,0.011,ESA
Amazon0302,True,5,0.0001,fine,2,5000,5000,0000100001000100110111010,0,0.0,ESA
