dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
CA-AstroPh,False,5,0.0001,fine,3,10885263,0000100001000100010111010,4224836,0.3881243843166674
CA-AstroPh,False,5,0.0001,fine,3,10885263,0000100010000110110010100,1950537,0.17919061762678587
CA-AstroPh,False,5,0.0001,fine,3,10885263,0000100011000110110011100,44439,0.004082492081266204
CA-AstroPh,False,5,0.0001,fine,3,10885263,0000100001000110010111110,976868,0.08974225060065154
CA-AstroPh,False,5,0.0001,fine,3,10885263,0000100001000010000111110,1269341,0.11661096291380374
CA-AstroPh,False,5,0.0001,fine,3,10885263,0000100010000110110110110,927298,0.08518838727185553
CA-AstroPh,False,5,0.0001,fine,3,10885263,0000100110010100110110010,815378,0.07490659619340387
CA-AstroPh,False,5,0.0001,fine,3,10885263,0000100110010110110110110,141940,0.01303964819223936
CA-AstroPh,False,5,0.0001,fine,3,10885263,0000100011000110110111110,210802,0.019365815966045103
CA-AstroPh,False,5,0.0001,fine,3,10885263,0000100111010110110111110,145693,0.01338442626512561
CA-AstroPh,False,5,0.0001,fine,3,10885263,0001100101010011000111110,90415,0.008306184241942523
CA-AstroPh,False,5,0.0001,fine,3,10885263,0001100101010101010011000,3441,0.0003161154673065777
CA-AstroPh,False,5,0.0001,fine,3,10885263,0001100101010101010111010,9647,0.0008862440898304432
CA-AstroPh,False,5,0.0001,fine,3,10885263,0001100011000111110011100,195,1.7914128487295163e-05
CA-AstroPh,False,5,0.0001,fine,3,10885263,0001100111010111110111110,26683,0.0024512958483410095
CA-AstroPh,False,5,0.0001,fine,3,10885263,0001100011000111110111110,14030,0.001288898577829493
CA-AstroPh,False,5,0.0001,fine,3,10885263,0001100101010111010111110,20501,0.0018833720416309646
CA-AstroPh,False,5,0.0001,fine,3,10885263,0001100111010111110011100,877,8.056764453004029e-05
CA-AstroPh,False,5,0.0001,fine,3,10885263,0111110111110111110111110,6444,0.0005919930460109232
CA-AstroPh,False,5,0.0001,fine,3,10885263,0011100111110111110111110,5537,0.0005086693817136067
CA-AstroPh,False,5,0.0001,fine,3,10885263,0011100111110011100111110,361,3.316410453289002e-05
