dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Amazon0302,True,3,0.1,fine,3,769038,000101110,11986,0.015585705777867933
Amazon0302,True,3,0.1,fine,3,769038,000001100,79442,0.10330048710206778
Amazon0302,True,3,0.1,fine,3,769038,000100100,372394,0.4842335489273612
Amazon0302,True,3,0.1,fine,3,769038,001001010,129381,0.16823746030755307
Amazon0302,True,3,0.1,fine,3,769038,000000110,32551,0.04232690712292501
Amazon0302,True,3,0.1,fine,3,769038,000001110,56596,0.07359324246656213
Amazon0302,True,3,0.1,fine,3,769038,001101110,18202,0.02366853133395229
Amazon0302,True,3,0.1,fine,3,769038,000100110,12102,0.015736543577820603
Amazon0302,True,3,0.1,fine,3,769038,001101100,15157,0.019709039085194748
Amazon0302,True,3,0.1,fine,3,769038,001001110,26281,0.03417386397031096
Amazon0302,True,3,0.1,fine,3,769038,001100110,2663,0.0034627677696030625
Amazon0302,True,3,0.1,fine,3,769038,011101110,12059,0.015680629565769183
Amazon0302,True,3,0.1,fine,3,769038,001100010,224,0.0002912729930120488
