dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Amazon0302,True,3,0.1,fine,1,768083,000001110,56504,0.07356496628619563
Amazon0302,True,3,0.1,fine,1,768083,000001100,79508,0.10351485451442097
Amazon0302,True,3,0.1,fine,1,768083,000100100,372125,0.4844854006663342
Amazon0302,True,3,0.1,fine,1,768083,001001010,129139,0.1681315691142754
Amazon0302,True,3,0.1,fine,1,768083,000000110,32694,0.042565712299321816
Amazon0302,True,3,0.1,fine,1,768083,001101100,15011,0.01954346079785648
Amazon0302,True,3,0.1,fine,1,768083,000100110,12414,0.016162315791392337
Amazon0302,True,3,0.1,fine,1,768083,000101110,11951,0.01555951635435233
Amazon0302,True,3,0.1,fine,1,768083,001001110,26133,0.03402366671310262
Amazon0302,True,3,0.1,fine,1,768083,011101110,12071,0.015715749469783866
Amazon0302,True,3,0.1,fine,1,768083,001101110,17635,0.02295975825529272
Amazon0302,True,3,0.1,fine,1,768083,001100110,2722,0.0035438878350386614
Amazon0302,True,3,0.1,fine,1,768083,001100010,176,0.00022914190263291858
