dataset,directed,k,q,schedule,seed,samples_requested,total_samples,signature,count,concentration,algo
Amazon0302,True,3,0.1,fine,3,5000,5000,001001010,840,0.168,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000100100,2338,0.4676,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,001001110,172,0.0344,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000001110,395,0.079,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000001100,578,0.1156,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,001101110,119,0.0238,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000101110,85,0.017,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,001101100,97,0.0194,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,011101110,76,0.0152,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000100110,76,0.0152,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,001100110,18,0.0036,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,000000110,203,0.0406,ESA
Amazon0302,True,3,0.1,fine,3,5000,5000,001100010,1,0.0002,ESA
