dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Wiki-Vote,True,3,0.1,fine,2,1332813,000001100,275360,0.20660062589425524
Wiki-Vote,True,3,0.1,fine,2,1332813,000100110,46306,0.03474305847857126
Wiki-Vote,True,3,0.1,fine,2,1332813,000100100,323122,0.24243611069219764
Wiki-Vote,True,3,0.1,fine,2,1332813,001001010,35755,0.026826719127139367
Wiki-Vote,True,3,0.1,fine,2,1332813,000000110,578949,0.4343812672895597
Wiki-Vote,True,3,0.1,fine,2,1332813,000001110,55892,0.041935365276299076
Wiki-Vote,True,3,0.1,fine,2,1332813,001101100,4587,0.0034415930817001334
Wiki-Vote,True,3,0.1,fine,2,1332813,000101110,5869,0.004403468453564003
Wiki-Vote,True,3,0.1,fine,2,1332813,001001110,2816,0.002112824529772744
Wiki-Vote,True,3,0.1,fine,2,1332813,001101110,1486,0.0011149351034241113
Wiki-Vote,True,3,0.1,fine,2,1332813,011101110,247,0.0001853223220361746
Wiki-Vote,True,3,0.1,fine,2,1332813,001100110,1803,0.001352777921583898
Wiki-Vote,True,3,0.1,fine,2,1332813,001100010,621,0.00046593182989661713
