dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
Wiki-Vote,True,3,0.1,fine,1,1333084,000000110,579557,0.43474904807198944
Wiki-Vote,True,3,0.1,fine,1,1333084,000100100,323255,0.24248659499326375
Wiki-Vote,True,3,0.1,fine,1,1333084,000001100,274601,0.2059892699934888
Wiki-Vote,True,3,0.1,fine,1,1333084,000100110,46532,0.03490552733361139
Wiki-Vote,True,3,0.1,fine,1,1333084,001001010,35748,0.026816014594729213
Wiki-Vote,True,3,0.1,fine,1,1333084,000001110,56001,0.04200860560924893
Wiki-Vote,True,3,0.1,fine,1,1333084,001101100,4586,0.003440143306798371
Wiki-Vote,True,3,0.1,fine,1,1333084,000101110,5778,0.004334310516066505
Wiki-Vote,True,3,0.1,fine,1,1333084,001101110,1603,0.0012024748627993435
Wiki-Vote,True,3,0.1,fine,1,1333084,001100110,1730,0.0012977426778807636
Wiki-Vote,True,3,0.1,fine,1,1333084,001001110,2804,0.0021033933345535613
Wiki-Vote,True,3,0.1,fine,1,1333084,001100010,688,0.0005160965100473789
Wiki-Vote,True,3,0.1,fine,1,1333084,011101110,201,0.00015077819552256273
