dataset,directed,k,q,schedule,seed,total_samples,signature,count,concentration
roadNet-CA,False,5,0.0001,fine,1,3633,0000100010000110110010100,1951,0.5370217451142306
roadNet-CA,False,5,0.0001,fine,1,3633,0000100001000100010111010,1286,0.3539774291219378
roadNet-CA,False,5,0.0001,fine,1,3633,0000100110010100110110010,84,0.023121387283236993
roadNet-CA,False,5,0.0001,fine,1,3633,0000100011000110110011100,149,0.04101293696669419
roadNet-CA,False,5,0.0001,fine,1,3633,0000100001000010000111110,41,0.01128543903110377
roadNet-CA,False,5,0.0001,fine,1,3633,0001100101010101010111010,6,0.0016515276630883566
roadNet-CA,False,5,0.0001,fine,1,3633,0000100010000110110110110,75,0.02064409578860446
roadNet-CA,False,5,0.0001,fine,1,3633,0000100001000110010111110,18,0.00495458298926507
roadNet-CA,False,5,0.0001,fine,1,3633,0001100101010101010011000,16,0.004404073768235618
roadNet-CA,False,5,0.0001,fine,1,3633,0000100110010110110110110,3,0.0008257638315441783
roadNet-CA,False,5,0.0001,fine,1,3633,0000100011000110110111110,3,0.0008257638315441783
roadNet-CA,False,5,0.0001,fine,1,3633,0001100101010011000111110,1,0.0002752546105147261
